sample_id,best_cost,random,seed,encode_deterministic,encoded_z,alpha,pred_cost,mean_cost,true_mean_cost,latent_gradient
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,0,true,,"[0.0, 6.0]","[9.881574630737305, 13.80579948425293]",10.541674141095577,10.513648669041254,
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,0,true,,"[0.25, 0.5, 0.75, 1.0, 1.25, 1.5, 1.75, 2.0, 2.25, 2.5, 2.75, 3.0, 3.25, 3.5, 3.75, 4.0, 4.25, 4.5]","[10.045083045959473, 10.208593368530273, 10.372101783752441, 10.535612106323242, 10.699121475219727, 10.862629890441895, 11.026140213012695, 11.189648628234863, 11.353158950805664, 11.516667366027832, 11.680176734924316, 11.843687057495117, 12.007195472717285, 12.170705795288086, 12.33421516418457, 12.497724533081055, 12.661233901977539, 12.824743270874023]",10.572046331015757,,
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,0,true,,"[4.75, 5.0, 5.25, 5.5, 5.75]","[12.988252639770508, 13.151762008666992, 13.315271377563477, 13.478780746459961, 13.642290115356445]",10.355526395859913,,
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,0,true,,"[6.25, 6.5]","[13.969307899475098, 14.132818222045898]",10.217718187952435,,
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,0,true,,"[6.75, 7.0]","[14.296327590942383, 14.45983600616455]",10.408591163958453,,
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,0,true,,"[7.25, 7.5]","[14.623346328735352, 14.78685474395752]",10.29724949409928,,
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,0,,"[1.5792148113250732, 0.7067397832870483, 0.3899371027946472, 1.0289804935455322, 0.9635416269302368, -0.04485252499580383, 0.16451412439346313, -0.8641797304153442, 0.9028499126434326, -2.093817949295044, -2.961392641067505, -2.0268659591674805, 0.05716061592102051, -1.0971603393554688, 0.7080608010292053, 0.9956324100494385, 1.2179468870162964, -1.1313669681549072, 1.5941635370254517, 0.9133062362670898, 0.14079058170318604, 1.7613550424575806, -0.2305772304534912, 0.36284708976745605, -0.5979791283607483, 0.9070377349853516, 1.3494396209716797, -1.2326974868774414, 0.46547746658325195, 1.906496286392212, -0.9837133884429932, 2.2667300701141357, -0.43710553646087646, -2.0262036323547363, 0.35585838556289673, -2.040027379989624, -0.15562200546264648, 0.6619804501533508, 0.6119462847709656, -0.09885746240615845, -0.459799587726593, 1.9997544288635254, 0.30319902300834656, -1.4814069271087646, 1.6233738660812378, 0.3648611307144165, 1.8532053232192993, 1.3637003898620605, 2.338409662246704, 0.6158461570739746, 1.5859590768814087, 0.158165842294693, -0.14819490909576416, 0.5356873273849487, 1.7024167776107788, -0.29423946142196655, -1.608393907546997, -0.356267511844635, 1.0246754884719849, -0.05149541795253754, -0.44428691267967224, -0.3942759335041046, 0.6392995119094849, 0.8684262037277222]","[0.0, 0.25, 0.5, 0.75]","[9.950523376464844, 10.114032745361328, 10.277542114257812, 10.441051483154297]",9.74922408066887,10.513648669041254,
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,0,,"[1.5792148113250732, 0.7067397832870483, 0.3899371027946472, 1.0289804935455322, 0.9635416269302368, -0.04485252499580383, 0.16451412439346313, -0.8641797304153442, 0.9028499126434326, -2.093817949295044, -2.961392641067505, -2.0268659591674805, 0.05716061592102051, -1.0971603393554688, 0.7080608010292053, 0.9956324100494385, 1.2179468870162964, -1.1313669681549072, 1.5941635370254517, 0.9133062362670898, 0.14079058170318604, 1.7613550424575806, -0.2305772304534912, 0.36284708976745605, -0.5979791283607483, 0.9070377349853516, 1.3494396209716797, -1.2326974868774414, 0.46547746658325195, 1.906496286392212, -0.9837133884429932, 2.2667300701141357, -0.43710553646087646, -2.0262036323547363, 0.35585838556289673, -2.040027379989624, -0.15562200546264648, 0.6619804501533508, 0.6119462847709656, -0.09885746240615845, -0.459799587726593, 1.9997544288635254, 0.30319902300834656, -1.4814069271087646, 1.6233738660812378, 0.3648611307144165, 1.8532053232192993, 1.3637003898620605, 2.338409662246704, 0.6158461570739746, 1.5859590768814087, 0.158165842294693, -0.14819490909576416, 0.5356873273849487, 1.7024167776107788, -0.29423946142196655, -1.608393907546997, -0.356267511844635, 1.0246754884719849, -0.05149541795253754, -0.44428691267967224, -0.3942759335041046, 0.6392995119094849, 0.8684262037277222]","[1.0, 1.25, 1.5, 1.75]","[10.604560852050781, 10.768070220947266, 10.93157958984375, 11.095088958740234]",9.743024376379749,,
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,0,,"[1.5792148113250732, 0.7067397832870483, 0.3899371027946472, 1.0289804935455322, 0.9635416269302368, -0.04485252499580383, 0.16451412439346313, -0.8641797304153442, 0.9028499126434326, -2.093817949295044, -2.961392641067505, -2.0268659591674805, 0.05716061592102051, -1.0971603393554688, 0.7080608010292053, 0.9956324100494385, 1.2179468870162964, -1.1313669681549072, 1.5941635370254517, 0.9133062362670898, 0.14079058170318604, 1.7613550424575806, -0.2305772304534912, 0.36284708976745605, -0.5979791283607483, 0.9070377349853516, 1.3494396209716797, -1.2326974868774414, 0.46547746658325195, 1.906496286392212, -0.9837133884429932, 2.2667300701141357, -0.43710553646087646, -2.0262036323547363, 0.35585838556289673, -2.040027379989624, -0.15562200546264648, 0.6619804501533508, 0.6119462847709656, -0.09885746240615845, -0.459799587726593, 1.9997544288635254, 0.30319902300834656, -1.4814069271087646, 1.6233738660812378, 0.3648611307144165, 1.8532053232192993, 1.3637003898620605, 2.338409662246704, 0.6158461570739746, 1.5859590768814087, 0.158165842294693, -0.14819490909576416, 0.5356873273849487, 1.7024167776107788, -0.29423946142196655, -1.608393907546997, -0.356267511844635, 1.0246754884719849, -0.05149541795253754, -0.44428691267967224, -0.3942759335041046, 0.6392995119094849, 0.8684262037277222]","[2.0, 2.25, 2.5, 2.75, 3.0, 3.25, 3.5]","[11.258598327636719, 11.422107696533203, 11.585617065429688, 11.749127388000488, 11.912635803222656, 12.07614517211914, 12.239654541015625]",10.388913496669403,,
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,0,,"[1.5792148113250732, 0.7067397832870483, 0.3899371027946472, 1.0289804935455322, 0.9635416269302368, -0.04485252499580383, 0.16451412439346313, -0.8641797304153442, 0.9028499126434326, -2.093817949295044, -2.961392641067505, -2.0268659591674805, 0.05716061592102051, -1.0971603393554688, 0.7080608010292053, 0.9956324100494385, 1.2179468870162964, -1.1313669681549072, 1.5941635370254517, 0.9133062362670898, 0.14079058170318604, 1.7613550424575806, -0.2305772304534912, 0.36284708976745605, -0.5979791283607483, 0.9070377349853516, 1.3494396209716797, -1.2326974868774414, 0.46547746658325195, 1.906496286392212, -0.9837133884429932, 2.2667300701141357, -0.43710553646087646, -2.0262036323547363, 0.35585838556289673, -2.040027379989624, -0.15562200546264648, 0.6619804501533508, 0.6119462847709656, -0.09885746240615845, -0.459799587726593, 1.9997544288635254, 0.30319902300834656, -1.4814069271087646, 1.6233738660812378, 0.3648611307144165, 1.8532053232192993, 1.3637003898620605, 2.338409662246704, 0.6158461570739746, 1.5859590768814087, 0.158165842294693, -0.14819490909576416, 0.5356873273849487, 1.7024167776107788, -0.29423946142196655, -1.608393907546997, -0.356267511844635, 1.0246754884719849, -0.05149541795253754, -0.44428691267967224, -0.3942759335041046, 0.6392995119094849, 0.8684262037277222]",[3.75],[12.40316390991211],10.391190595839106,,
